mpio_ccdgo,dpto_ccdgo,municipio,mpio_tipo,motivo
27086,27,Belén de Bajirá,M,"Municipio creado en 2022 (DIVIPOLA 27086). El MGN 2024 no trae su polígono; las cuentas y proyecciones del DANE lo codifican 27493 (Nuevo Belén de Bajirá); la SFC (vkbt) usa 27086"
