version_a,version_b,agrupada,por_anio_media,por_anio_minimo,anio_del_minimo,n_anios,cambios,n_cambios
iif_compuesto,iif_pca,0.9566748256403428,0.9155503385371744,0.8669354838709679,2019,8,0.9633719283198835,226
iif_compuesto,iif_sarma,0.8592710382734592,0.7971233780959306,0.5935828877005348,2023,8,0.44739198980387757,226
iif_pca,iif_sarma,0.8149288114579902,0.7086308609766154,0.5324197860962567,2023,8,0.41543686711325933,226
