dimension,variable_id,peso_estandarizado,peso_escala_original,desviacion_calibracion
acceso,nro_corresp_activos,0.3333333333333333,0.03679959688885023,9.058070237566344
profundidad,monto_total_cred_consumo,0.1111111111111111,0.10078290591538303,1.1024797320728141
profundidad,monto_total_cred_vivienda,0.1111111111111111,0.4768991116691256,0.23298661790798306
profundidad,monto_total_micro,0.1111111111111111,0.4788329527921623,0.23204566532692025
uso,monto_total,0.08333333333333333,0.01093801402371275,7.618689567655815
uso,nro_total,0.08333333333333333,2.805616425598615e-06,29702.325867853822
uso,nro_total_cta_ahorros,0.08333333333333333,1.728719389191968e-05,4820.524016467745
uso,saldo_total_cta_ahorros,0.08333333333333333,0.01058726338205154,7.871092871327574
