fuente,dpto_ccdgo,tipo_id,columna,v,ptgf_column,kx2f_column,numero,v_kx2f,tipo_kx2f,rel
ptgf,13,transacciones_corresponsales_fisicos,nropagos,1077216.0,nropagos,_11_nro_pagos_corresponsales,11,1090842.0,transacciones_corresponsales_fisicos,0.012649273683272436
ptgf,19,transacciones_corresponsales_fisicos,nropagos,902811.0,nropagos,_11_nro_pagos_corresponsales,11,913850.0,transacciones_corresponsales_fisicos,0.012227365417568019
ptgf,25,transacciones_corresponsales_fisicos,nropagos,6610838.0,nropagos,_11_nro_pagos_corresponsales,11,6685475.0,transacciones_corresponsales_fisicos,0.011290096656429941
ptgf,41,transacciones_corresponsales_fisicos,nropagos,1802670.0,nropagos,_11_nro_pagos_corresponsales,11,1813641.0,transacciones_corresponsales_fisicos,0.006085972474163324
ptgf,50,transacciones_corresponsales_fisicos,nropagos,1629182.0,nropagos,_11_nro_pagos_corresponsales,11,1648424.0,transacciones_corresponsales_fisicos,0.011810835130758871
ptgf,66,transacciones_corresponsales_fisicos,nropagos,885102.0,nropagos,_11_nro_pagos_corresponsales,11,898278.0,transacciones_corresponsales_fisicos,0.014886419870252241
ptgf,85,transacciones_corresponsales_fisicos,nropagos,733208.0,nropagos,_11_nro_pagos_corresponsales,11,737045.0,transacciones_corresponsales_fisicos,0.005233167123108313
ptgf,88,transacciones_corresponsales_fisicos,nropagos,27806.0,nropagos,_11_nro_pagos_corresponsales,11,28601.0,transacciones_corresponsales_fisicos,0.028590951593181327
ptgf,97,transacciones_corresponsales_fisicos,nropagos,5138.0,nropagos,_11_nro_pagos_corresponsales,11,5139.0,transacciones_corresponsales_fisicos,0.00019462826002335538
ptgf,99,transacciones_corresponsales_fisicos,nropagos,12013.0,nropagos,_11_nro_pagos_corresponsales,11,12052.0,transacciones_corresponsales_fisicos,0.00324648297677516
ptgf,05,transacciones_corresponsales_fisicos,nrotrnsfer,606075.0,nrotrnsfer,_15_nro_transferencias,15,604743.0,transacciones_corresponsales_fisicos,0.002197747803489667
ptgf,08,transacciones_corresponsales_fisicos,nrotrnsfer,35178.0,nrotrnsfer,_15_nro_transferencias,15,35176.0,transacciones_corresponsales_fisicos,5.6853715390300756e-05
ptgf,13,transacciones_corresponsales_fisicos,nrotrnsfer,74066.0,nrotrnsfer,_15_nro_transferencias,15,74066.0,transacciones_corresponsales_fisicos,0.0
ptgf,19,transacciones_corresponsales_fisicos,nrotrnsfer,21664.0,nrotrnsfer,_15_nro_transferencias,15,21664.0,transacciones_corresponsales_fisicos,0.0
ptgf,25,transacciones_corresponsales_fisicos,nrotrnsfer,60470.0,nrotrnsfer,_15_nro_transferencias,15,60657.0,transacciones_corresponsales_fisicos,0.0030924425334876797
ptgf,41,transacciones_corresponsales_fisicos,nrotrnsfer,84391.0,nrotrnsfer,_15_nro_transferencias,15,84391.0,transacciones_corresponsales_fisicos,0.0
ptgf,50,transacciones_corresponsales_fisicos,nrotrnsfer,35160.0,nrotrnsfer,_15_nro_transferencias,15,35160.0,transacciones_corresponsales_fisicos,0.0
ptgf,66,transacciones_corresponsales_fisicos,nrotrnsfer,23565.0,nrotrnsfer,_15_nro_transferencias,15,23565.0,transacciones_corresponsales_fisicos,0.0
ptgf,85,transacciones_corresponsales_fisicos,nrotrnsfer,19663.0,nrotrnsfer,_15_nro_transferencias,15,19663.0,transacciones_corresponsales_fisicos,0.0
ptgf,88,transacciones_corresponsales_fisicos,nrotrnsfer,690.0,nrotrnsfer,_15_nro_transferencias,15,690.0,transacciones_corresponsales_fisicos,0.0
ptgf,97,transacciones_corresponsales_fisicos,nrotrnsfer,704.0,nrotrnsfer,_15_nro_transferencias,15,704.0,transacciones_corresponsales_fisicos,0.0
ptgf,99,transacciones_corresponsales_fisicos,nrotrnsfer,2143.0,nrotrnsfer,_15_nro_transferencias,15,2143.0,transacciones_corresponsales_fisicos,0.0
ptgf,25,corresponsales_fisicos,nrocorresponsales,18318.0,nrocorresponsales,_4_nro_corresponsales_f_sicos,4,18791.0,corresponsales_fisicos,0.025821596244131457
ptgf,27,corresponsales_fisicos,nrocorresponsales,1652.0,nrocorresponsales,_4_nro_corresponsales_f_sicos,4,1661.0,corresponsales_fisicos,0.005447941888619854
ptgf,47,corresponsales_fisicos,nrocorresponsales,5141.0,nrocorresponsales,_4_nro_corresponsales_f_sicos,4,5272.0,corresponsales_fisicos,0.025481423847500486
ptgf,85,corresponsales_fisicos,nrocorresponsales,2946.0,nrocorresponsales,_4_nro_corresponsales_f_sicos,4,3042.0,corresponsales_fisicos,0.032586558044806514
ptgf,95,corresponsales_fisicos,nrocorresponsales,384.0,nrocorresponsales,_4_nro_corresponsales_f_sicos,4,385.0,corresponsales_fisicos,0.0026041666666666665
ptgf,13,credito_consumo,totalnrocdc,482654.0,totalnrocdc,_45_nro_cr_dito_consumo,45,484018.0,credito_consumo,0.0028260410148885124
ptgf,15,credito_consumo,totalnrocdc,181231.0,totalnrocdc,_45_nro_cr_dito_consumo,45,181572.0,credito_consumo,0.001881576551472982
ptgf,18,credito_consumo,totalnrocdc,71266.0,totalnrocdc,_45_nro_cr_dito_consumo,45,71266.0,credito_consumo,0.0
ptgf,20,credito_consumo,totalnrocdc,168217.0,totalnrocdc,_45_nro_cr_dito_consumo,45,165513.0,credito_consumo,0.01607447523139754
ptgf,23,credito_consumo,totalnrocdc,194292.0,totalnrocdc,_45_nro_cr_dito_consumo,45,195009.0,credito_consumo,0.0036903217837069976
ptgf,25,credito_consumo,totalnrocdc,400422.0,totalnrocdc,_45_nro_cr_dito_consumo,45,401636.0,credito_consumo,0.0030318014494708084
ptgf,41,credito_consumo,totalnrocdc,184079.0,totalnrocdc,_45_nro_cr_dito_consumo,45,184546.0,credito_consumo,0.0025369542424719823
ptgf,52,credito_consumo,totalnrocdc,121763.0,totalnrocdc,_45_nro_cr_dito_consumo,45,122096.0,credito_consumo,0.0027348209226119593
ptgf,63,credito_consumo,totalnrocdc,281808.0,totalnrocdc,_45_nro_cr_dito_consumo,45,282313.0,credito_consumo,0.0017920002271049793
ptgf,73,credito_consumo,totalnrocdc,197331.0,totalnrocdc,_45_nro_cr_dito_consumo,45,198232.0,credito_consumo,0.004565932367443534
ptgf,86,credito_consumo,totalnrocdc,3814.0,totalnrocdc,_45_nro_cr_dito_consumo,45,3814.0,credito_consumo,0.0
ptgf,05,credito_consumo_bajo_monto,generomontohcdcbm,11832445600.0,generomontohcdcbm,_50_monto_cred_cons_bajo,50,11832445600.0,credito_consumo_bajo_monto,0.0
ptgf,11,credito_consumo_bajo_monto,generomontohcdcbm,50000.0,generomontohcdcbm,_50_monto_cred_cons_bajo,50,50000.0,credito_consumo_bajo_monto,0.0
ptgf,05,credito_consumo_bajo_monto,totalmontocdcbm,27899214245.0,totalmontocdcbm,_52_monto_cred_cons_bajo,52,27899214245.0,credito_consumo_bajo_monto,0.0
ptgf,11,credito_consumo_bajo_monto,totalmontocdcbm,400000.0,totalmontocdcbm,_52_monto_cred_cons_bajo,52,400000.0,credito_consumo_bajo_monto,0.0
ptgf,08,credito_vivienda,generomontohcdv,193309009732.71002,generomontohcdv,_56_monto_cr_dito_vivienda,56,198298494875.54,credito_vivienda,0.025810929090832286
ptgf,81,credito_vivienda,generomontohcdv,1325235528.0,generomontohcdv,_56_monto_cr_dito_vivienda,56,1325235528.0,credito_vivienda,0.0
ptgf,15,credito_vivienda,generomontohcdv,48657572822.52,generomontohcdv,_56_monto_cr_dito_vivienda,56,49074129484.52,credito_vivienda,0.008560983169452438
ptgf,17,credito_vivienda,generomontohcdv,64862951025.54,generomontohcdv,_56_monto_cr_dito_vivienda,56,65376935151.54,credito_vivienda,0.007924155744896914
ptgf,50,credito_vivienda,generomontohcdv,45208682340.0,generomontohcdv,_56_monto_cr_dito_vivienda,56,46477389870.0,credito_vivienda,0.02806336005235582
ptgf,13,credito_vivienda,generomontomcdv,79309136187.19,generomontomcdv,_54_monto_cr_dito_vivienda,54,80559691276.72,credito_vivienda,0.01576810881634578
ptgf,25,credito_vivienda,generomontomcdv,109229580193.84001,generomontomcdv,_54_monto_cr_dito_vivienda,54,109229580193.84001,credito_vivienda,0.0
ptgf,68,credito_vivienda,generomontomcdv,106967013746.69,generomontomcdv,_54_monto_cr_dito_vivienda,54,111015831146.4,credito_vivienda,0.037851083786428305
ptgf,76,credito_vivienda,generomontomcdv,282495913900.81,generomontomcdv,_54_monto_cr_dito_vivienda,54,286732666882.39,credito_vivienda,0.014997572612917957
ptgf,18,credito_vivienda,generomontomcdv,4413621825.0,generomontomcdv,_54_monto_cr_dito_vivienda,54,4413621825.0,credito_vivienda,0.0
ptgf,19,credito_vivienda,generomontomcdv,25136972159.79,generomontomcdv,_54_monto_cr_dito_vivienda,54,25358016873.79,credito_vivienda,0.008793609373271736
ptgf,41,credito_vivienda,generomontomcdv,35596346436.520004,generomontomcdv,_54_monto_cr_dito_vivienda,54,35676010328.520004,credito_vivienda,0.0022379794550563474
ptgf,47,credito_vivienda,generomontomcdv,30301733642.0,generomontomcdv,_54_monto_cr_dito_vivienda,54,30583457119.0,credito_vivienda,0.009297272569563959
ptgf,63,credito_vivienda,generomontomcdv,43372167345.85,generomontomcdv,_54_monto_cr_dito_vivienda,54,43811869085.85,credito_vivienda,0.010137877973535768
ptgf,70,credito_vivienda,generomontomcdv,9526465101.46,generomontomcdv,_54_monto_cr_dito_vivienda,54,9678209259.46,credito_vivienda,0.015928695101895048
ptgf,85,credito_vivienda,generomontomcdv,7933137897.0,generomontomcdv,_54_monto_cr_dito_vivienda,54,7933137897.0,credito_vivienda,0.0
ptgf,91,credito_vivienda,generomontomcdv,367241039.0,generomontomcdv,_54_monto_cr_dito_vivienda,54,367241039.0,credito_vivienda,0.0
ptgf,94,credito_vivienda,generomontomcdv,202000000.0,generomontomcdv,_54_monto_cr_dito_vivienda,54,202000000.0,credito_vivienda,0.0
ptgf,99,credito_vivienda,generomontomcdv,90000000.0,generomontomcdv,_54_monto_cr_dito_vivienda,54,90000000.0,credito_vivienda,0.0
ptgf,08,cuentas_ahorro,nro3y5smmlv,43399.0,nro3y5smmlv,_23_nro_ctas_ahorr_3smmlv,23,43308.0,cuentas_ahorro,0.0020968225074310468
ptgf,11,cuentas_ahorro,nro3y5smmlv,361511.0,nro3y5smmlv,_23_nro_ctas_ahorr_3smmlv,23,362102.0,cuentas_ahorro,0.001634805026679686
ptgf,27,cuentas_ahorro,nro3y5smmlv,4215.0,nro3y5smmlv,_23_nro_ctas_ahorr_3smmlv,23,4204.0,cuentas_ahorro,0.0026097271648873074
ptgf,41,cuentas_ahorro,nro3y5smmlv,16814.0,nro3y5smmlv,_23_nro_ctas_ahorr_3smmlv,23,16772.0,cuentas_ahorro,0.002497918401332223
ptgf,70,cuentas_ahorro,nro3y5smmlv,8080.0,nro3y5smmlv,_23_nro_ctas_ahorr_3smmlv,23,8079.0,cuentas_ahorro,0.00012376237623762376
ptgf,73,cuentas_ahorro,nro3y5smmlv,27726.0,nro3y5smmlv,_23_nro_ctas_ahorr_3smmlv,23,27714.0,cuentas_ahorro,0.00043280675178532783
ptgf,91,cuentas_ahorro,nro3y5smmlv,597.0,nro3y5smmlv,_23_nro_ctas_ahorr_3smmlv,23,600.0,cuentas_ahorro,0.005025125628140704
ptgf,17,cuentas_ahorro,nroactivasca,527446.0,nroactivasca,_25_nro_ctas_ahorro_activas,25,526973.0,cuentas_ahorro,0.0008967742669391748
ptgf,20,cuentas_ahorro,nroactivasca,388499.0,nroactivasca,_25_nro_ctas_ahorro_activas,25,387902.0,cuentas_ahorro,0.001536683492106801
ptgf,50,cuentas_ahorro,nroactivasca,518330.0,nroactivasca,_25_nro_ctas_ahorro_activas,25,518083.0,cuentas_ahorro,0.000476530395693863
ptgf,52,cuentas_ahorro,nroactivasca,512805.0,nroactivasca,_25_nro_ctas_ahorro_activas,25,512467.0,cuentas_ahorro,0.0006591199383781359
ptgf,63,cuentas_ahorro,nroactivasca,315056.0,nroactivasca,_25_nro_ctas_ahorro_activas,25,314287.0,cuentas_ahorro,0.002440835914884973
ptgf,76,cuentas_ahorro,nroactivasca,2595835.0,nroactivasca,_25_nro_ctas_ahorro_activas,25,2588963.0,cuentas_ahorro,0.0026473177224284284
ptgf,86,cuentas_ahorro,nroactivasca,107394.0,nroactivasca,_25_nro_ctas_ahorro_activas,25,107394.0,cuentas_ahorro,0.0
ptgf,94,cuentas_ahorro,nroactivasca,10210.0,nroactivasca,_25_nro_ctas_ahorro_activas,25,10210.0,cuentas_ahorro,0.0
ptgf,95,cuentas_ahorro,nroactivasca,33728.0,nroactivasca,_25_nro_ctas_ahorro_activas,25,33728.0,cuentas_ahorro,0.0
ptgf,97,cuentas_ahorro,nroactivasca,5500.0,nroactivasca,_25_nro_ctas_ahorro_activas,25,5500.0,cuentas_ahorro,0.0
ptgf,99,cuentas_ahorro,nroactivasca,17272.0,nroactivasca,_25_nro_ctas_ahorro_activas,25,17272.0,cuentas_ahorro,0.0
ptgf,17,cuentas_ahorro,totalsaldoca,2404575804602.2793,totalsaldoca,_32_saldo_ctas_ahorro,32,2404599882030.9893,cuentas_ahorro,1.0013170998343046e-05
ptgf,20,cuentas_ahorro,totalsaldoca,1488157897699.1,totalsaldoca,_32_saldo_ctas_ahorro,32,1488162465226.48,cuentas_ahorro,3.0692491616278404e-06
ptgf,50,cuentas_ahorro,totalsaldoca,2866435143692.631,totalsaldoca,_32_saldo_ctas_ahorro,32,2866442244866.73,cuentas_ahorro,2.4773538360868476e-06
ptgf,52,cuentas_ahorro,totalsaldoca,2690712652237.55,totalsaldoca,_32_saldo_ctas_ahorro,32,2690764179154.1694,cuentas_ahorro,1.9149914271514656e-05
ptgf,63,cuentas_ahorro,totalsaldoca,1474965571022.3298,totalsaldoca,_32_saldo_ctas_ahorro,32,1474970726681.27,cuentas_ahorro,3.4954435828709213e-06
ptgf,76,cuentas_ahorro,totalsaldoca,17362152655912.492,totalsaldoca,_32_saldo_ctas_ahorro,32,17363088543297.5,cuentas_ahorro,5.390387952205375e-05
ptgf,86,cuentas_ahorro,totalsaldoca,656813113260.2699,totalsaldoca,_32_saldo_ctas_ahorro,32,656815089360.31,cuentas_ahorro,3.0086184338680827e-06
ptgf,94,cuentas_ahorro,totalsaldoca,193140407810.97003,totalsaldoca,_32_saldo_ctas_ahorro,32,193140405467.53998,cuentas_ahorro,1.213329763704597e-08
ptgf,95,cuentas_ahorro,totalsaldoca,199842184575.91,totalsaldoca,_32_saldo_ctas_ahorro,32,199881389115.67,cuentas_ahorro,0.0001961774979752482
ptgf,97,cuentas_ahorro,totalsaldoca,109774141471.85,totalsaldoca,_32_saldo_ctas_ahorro,32,109774141471.85,cuentas_ahorro,0.0
ptgf,99,cuentas_ahorro,totalsaldoca,93991377761.54001,totalsaldoca,_32_saldo_ctas_ahorro,32,93991375875.58,cuentas_ahorro,2.0065244830207994e-08
ptgf,11,cuentas_ahorro_electronicas,generonrohche,32830.0,generonrohche,,37,,,
ptgf,13,cuentas_ahorro_electronicas,generonrohche,40986.0,generonrohche,,37,,,
ptgf,15,cuentas_ahorro_electronicas,generonrohche,10881.0,generonrohche,,37,,,
ptgf,17,cuentas_ahorro_electronicas,generonrohche,6526.0,generonrohche,,37,,,
ptgf,47,cuentas_ahorro_electronicas,generonrohche,36198.0,generonrohche,,37,,,
ptgf,50,cuentas_ahorro_electronicas,generonrohche,18328.0,generonrohche,,37,,,
ptgf,68,cuentas_ahorro_electronicas,generonrohche,22697.0,generonrohche,,37,,,
ptgf,81,cuentas_ahorro_electronicas,generonrohche,6180.0,generonrohche,,37,,,
ptgf,86,cuentas_ahorro_electronicas,generonrohche,16105.0,generonrohche,,37,,,
ptgf,95,cuentas_ahorro_electronicas,generonrohche,7113.0,generonrohche,,37,,,
ptgf,97,cuentas_ahorro_electronicas,generonrohche,252.0,generonrohche,,37,,,
ptgf,99,cuentas_ahorro_electronicas,generonrohche,934.0,generonrohche,,37,,,
ptgf,11,cuentas_ahorro_electronicas,generonromche,215594.0,generonromche,,35,,,
ptgf,13,cuentas_ahorro_electronicas,generonromche,203737.0,generonromche,,35,,,
ptgf,15,cuentas_ahorro_electronicas,generonromche,97614.0,generonromche,,35,,,
ptgf,17,cuentas_ahorro_electronicas,generonromche,47724.0,generonromche,,35,,,
ptgf,47,cuentas_ahorro_electronicas,generonromche,160606.0,generonromche,,35,,,
ptgf,50,cuentas_ahorro_electronicas,generonromche,81828.0,generonromche,,35,,,
ptgf,68,cuentas_ahorro_electronicas,generonromche,142844.0,generonromche,,35,,,
ptgf,81,cuentas_ahorro_electronicas,generonromche,32250.0,generonromche,,35,,,
ptgf,86,cuentas_ahorro_electronicas,generonromche,50973.0,generonromche,,35,,,
ptgf,95,cuentas_ahorro_electronicas,generonromche,13299.0,generonromche,,35,,,
ptgf,97,cuentas_ahorro_electronicas,generonromche,1359.0,generonromche,,35,,,
ptgf,99,cuentas_ahorro_electronicas,generonromche,3551.0,generonromche,,35,,,
ptgf,18,cuentas_ahorro_electronicas,generosaldohche,646724590.0,generosaldohche,,38,,,
ptgf,25,cuentas_ahorro_electronicas,generosaldohche,713751390.0,generosaldohche,,38,,,
ptgf,27,cuentas_ahorro_electronicas,generosaldohche,291781633.0,generosaldohche,,38,,,
ptgf,54,cuentas_ahorro_electronicas,generosaldohche,624582298.0,generosaldohche,,38,,,
ptgf,73,cuentas_ahorro_electronicas,generosaldohche,449802402.0,generosaldohche,,38,,,
ptgf,76,cuentas_ahorro_electronicas,generosaldohche,1935418634.0,generosaldohche,,38,,,
ptgf,91,cuentas_ahorro_electronicas,generosaldohche,26368466.0,generosaldohche,,38,,,
ptgf,05,cuentas_ahorro_electronicas,generosaldomche,9673312320.0,generosaldomche,,36,,,
ptgf,08,cuentas_ahorro_electronicas,generosaldomche,4745193815.0,generosaldomche,,36,,,
ptgf,23,cuentas_ahorro_electronicas,generosaldomche,4433646092.0,generosaldomche,,36,,,
ptgf,52,cuentas_ahorro_electronicas,generosaldomche,6722054207.0,generosaldomche,,36,,,
ptgf,70,cuentas_ahorro_electronicas,generosaldomche,1820646588.0,generosaldomche,,36,,,
ptgf,85,cuentas_ahorro_electronicas,generosaldomche,1003172439.0,generosaldomche,,36,,,
ptgf,94,cuentas_ahorro_electronicas,generosaldomche,65247838.0,generosaldomche,,36,,,
ptgf,52,microcredito_rango,nro4y10smmlv,7689.0,nro4y10smmlv,_67_nro_microcr_dito_4smmlv,67,6761.0,microcredito_rango,0.12069189751593185
ptgf,76,microcredito_rango,nro4y10smmlv,11292.0,nro4y10smmlv,_67_nro_microcr_dito_4smmlv,67,9278.0,microcredito_rango,0.1783563584838824
ptgf,95,microcredito_rango,nro4y10smmlv,313.0,nro4y10smmlv,_67_nro_microcr_dito_4smmlv,67,313.0,microcredito_rango,0.0
ptgf,11,transacciones_corresponsales_fisicos,montodepositos,1759558608048.26,montodepositos,_6_monto_dep_sitos,6,1765062781495.26,transacciones_corresponsales_fisicos,0.003128155789653035
ptgf,15,transacciones_corresponsales_fisicos,montodepositos,517193344688.0,montodepositos,_6_monto_dep_sitos,6,517670022372.0,transacciones_corresponsales_fisicos,0.0009216624477013692
ptgf,17,transacciones_corresponsales_fisicos,montodepositos,346523881010.0,montodepositos,_6_monto_dep_sitos,6,346968349688.0,transacciones_corresponsales_fisicos,0.0012826494863918873
ptgf,23,transacciones_corresponsales_fisicos,montodepositos,462295265244.0,montodepositos,_6_monto_dep_sitos,6,459624804331.0,transacciones_corresponsales_fisicos,0.005776526635180933
ptgf,47,transacciones_corresponsales_fisicos,montodepositos,340932651293.57,montodepositos,_6_monto_dep_sitos,6,341336178443.57,transacciones_corresponsales_fisicos,0.0011835978410074052
ptgf,52,transacciones_corresponsales_fisicos,montodepositos,423514994327.0,montodepositos,_6_monto_dep_sitos,6,423566441927.0,transacciones_corresponsales_fisicos,0.00012147763524111926
ptgf,63,transacciones_corresponsales_fisicos,montodepositos,208460315962.0,montodepositos,_6_monto_dep_sitos,6,208839615191.0,transacciones_corresponsales_fisicos,0.0018195272670945295
ptgf,86,transacciones_corresponsales_fisicos,montodepositos,140572669277.0,montodepositos,_6_monto_dep_sitos,6,140574609277.0,transacciones_corresponsales_fisicos,1.3800691201055652e-05
ptgf,94,transacciones_corresponsales_fisicos,montodepositos,12204885982.0,montodepositos,_6_monto_dep_sitos,6,12204885982.0,transacciones_corresponsales_fisicos,0.0
ptgf,95,transacciones_corresponsales_fisicos,montodepositos,50134359495.0,montodepositos,_6_monto_dep_sitos,6,50136874495.0,transacciones_corresponsales_fisicos,5.016519659039079e-05
ptgf,05,transacciones_corresponsales_fisicos,nrodepositos,10094777.0,nrodepositos,_5_nro_dep_sitos,5,10097020.0,transacciones_corresponsales_fisicos,0.00022219411087535663
ptgf,08,transacciones_corresponsales_fisicos,nrodepositos,1380304.0,nrodepositos,_5_nro_dep_sitos,5,1382719.0,transacciones_corresponsales_fisicos,0.001749614577658255
ptgf,13,transacciones_corresponsales_fisicos,nrodepositos,931492.0,nrodepositos,_5_nro_dep_sitos,5,933621.0,transacciones_corresponsales_fisicos,0.0022855805524899836
ptgf,19,transacciones_corresponsales_fisicos,nrodepositos,615096.0,nrodepositos,_5_nro_dep_sitos,5,615328.0,transacciones_corresponsales_fisicos,0.00037717689596420724
ptgf,25,transacciones_corresponsales_fisicos,nrodepositos,2083318.0,nrodepositos,_5_nro_dep_sitos,5,2093009.0,transacciones_corresponsales_fisicos,0.004651714236616781
ptgf,41,transacciones_corresponsales_fisicos,nrodepositos,984316.0,nrodepositos,_5_nro_dep_sitos,5,985124.0,transacciones_corresponsales_fisicos,0.0008208745971822057
ptgf,50,transacciones_corresponsales_fisicos,nrodepositos,1065229.0,nrodepositos,_5_nro_dep_sitos,5,1066584.0,transacciones_corresponsales_fisicos,0.0012720269538287073
ptgf,66,transacciones_corresponsales_fisicos,nrodepositos,601667.0,nrodepositos,_5_nro_dep_sitos,5,602533.0,transacciones_corresponsales_fisicos,0.0014393343826402311
ptgf,85,transacciones_corresponsales_fisicos,nrodepositos,408689.0,nrodepositos,_5_nro_dep_sitos,5,409336.0,transacciones_corresponsales_fisicos,0.0015831108740386945
ptgf,88,transacciones_corresponsales_fisicos,nrodepositos,38085.0,nrodepositos,_5_nro_dep_sitos,5,38113.0,transacciones_corresponsales_fisicos,0.0007351975843507942
ptgf,97,transacciones_corresponsales_fisicos,nrodepositos,9548.0,nrodepositos,_5_nro_dep_sitos,5,9548.0,transacciones_corresponsales_fisicos,0.0
ptgf,99,transacciones_corresponsales_fisicos,nrodepositos,23163.0,nrodepositos,_5_nro_dep_sitos,5,23163.0,transacciones_corresponsales_fisicos,0.0
ptgf,11,transacciones_corresponsales_fisicos,nrogirosreci,17714.0,nrogirosreci,_9_nro_giros_recibidos,9,17714.0,transacciones_corresponsales_fisicos,0.0
ptgf,15,transacciones_corresponsales_fisicos,nrogirosreci,10245.0,nrogirosreci,_9_nro_giros_recibidos,9,10245.0,transacciones_corresponsales_fisicos,0.0
ptgf,17,transacciones_corresponsales_fisicos,nrogirosreci,2726.0,nrogirosreci,_9_nro_giros_recibidos,9,2726.0,transacciones_corresponsales_fisicos,0.0
ptgf,23,transacciones_corresponsales_fisicos,nrogirosreci,142577.0,nrogirosreci,_9_nro_giros_recibidos,9,142571.0,transacciones_corresponsales_fisicos,4.208252382922912e-05
ptgf,47,transacciones_corresponsales_fisicos,nrogirosreci,100665.0,nrogirosreci,_9_nro_giros_recibidos,9,100665.0,transacciones_corresponsales_fisicos,0.0
ptgf,52,transacciones_corresponsales_fisicos,nrogirosreci,12586.0,nrogirosreci,_9_nro_giros_recibidos,9,12586.0,transacciones_corresponsales_fisicos,0.0
ptgf,63,transacciones_corresponsales_fisicos,nrogirosreci,1421.0,nrogirosreci,_9_nro_giros_recibidos,9,1421.0,transacciones_corresponsales_fisicos,0.0
ptgf,86,transacciones_corresponsales_fisicos,nrogirosreci,1497.0,nrogirosreci,_9_nro_giros_recibidos,9,1497.0,transacciones_corresponsales_fisicos,0.0
ptgf,94,transacciones_corresponsales_fisicos,nrogirosreci,77.0,nrogirosreci,_9_nro_giros_recibidos,9,77.0,transacciones_corresponsales_fisicos,0.0
ptgf,95,transacciones_corresponsales_fisicos,nrogirosreci,872.0,nrogirosreci,_9_nro_giros_recibidos,9,872.0,transacciones_corresponsales_fisicos,0.0
ptgf,20,transacciones_corresponsales_fisicos,totalmontocorr,1105330947925.52,totalmontocorr,_18_monto_transacciones,18,1106083640691.52,transacciones_corresponsales_fisicos,0.0006809659744103341
ptgf,27,transacciones_corresponsales_fisicos,totalmontocorr,555224365603.1799,totalmontocorr,_18_monto_transacciones,18,556260065512.18,transacciones_corresponsales_fisicos,0.001865371862553199
ptgf,44,transacciones_corresponsales_fisicos,totalmontocorr,565711426947.81,totalmontocorr,_18_monto_transacciones,18,567293118647.81,transacciones_corresponsales_fisicos,0.002795933800619374
ptgf,68,transacciones_corresponsales_fisicos,totalmontocorr,3026864246192.92,totalmontocorr,_18_monto_transacciones,18,3035195037806.25,transacciones_corresponsales_fisicos,0.002752284521450952
ptgf,73,transacciones_corresponsales_fisicos,totalmontocorr,1336723537419.6501,totalmontocorr,_18_monto_transacciones,18,1343345576464.99,transacciones_corresponsales_fisicos,0.004953933150696759
ptgf,76,transacciones_corresponsales_fisicos,totalmontocorr,5102262568059.761,totalmontocorr,_18_monto_transacciones,18,5128655783430.439,transacciones_corresponsales_fisicos,0.00517284538351684
ptgf,91,transacciones_corresponsales_fisicos,totalmontocorr,26214242184.629997,totalmontocorr,_18_monto_transacciones,18,26340984564.629997,transacciones_corresponsales_fisicos,0.004834867211012185
ptgf,05,corresponsales_fisicos,correstercerizados,29507.0,correstercerizados,_2_nro_corresponsales_f_sicos,2,31262.0,corresponsales_fisicos,0.05947741213949232
ptgf,11,corresponsales_fisicos,correstercerizados,54649.0,correstercerizados,_2_nro_corresponsales_f_sicos,2,56389.0,corresponsales_fisicos,0.031839557905908616
ptgf,19,corresponsales_fisicos,correstercerizados,5182.0,correstercerizados,_2_nro_corresponsales_f_sicos,2,5352.0,corresponsales_fisicos,0.032805866460825936
ptgf,23,corresponsales_fisicos,correstercerizados,4809.0,correstercerizados,_2_nro_corresponsales_f_sicos,2,5103.0,corresponsales_fisicos,0.0611353711790393
ptgf,44,corresponsales_fisicos,correstercerizados,2530.0,correstercerizados,_2_nro_corresponsales_f_sicos,2,2609.0,corresponsales_fisicos,0.031225296442687747
ptgf,50,corresponsales_fisicos,correstercerizados,5345.0,correstercerizados,_2_nro_corresponsales_f_sicos,2,5562.0,corresponsales_fisicos,0.04059869036482694
ptgf,52,corresponsales_fisicos,correstercerizados,5179.0,correstercerizados,_2_nro_corresponsales_f_sicos,2,5441.0,corresponsales_fisicos,0.050588916779301024
ptgf,54,corresponsales_fisicos,correstercerizados,5950.0,correstercerizados,_2_nro_corresponsales_f_sicos,2,6158.0,corresponsales_fisicos,0.03495798319327731
ptgf,66,corresponsales_fisicos,correstercerizados,2705.0,correstercerizados,_2_nro_corresponsales_f_sicos,2,2866.0,corresponsales_fisicos,0.059519408502772646
ptgf,73,corresponsales_fisicos,correstercerizados,6371.0,correstercerizados,_2_nro_corresponsales_f_sicos,2,6670.0,corresponsales_fisicos,0.04693140794223827
ptgf,81,corresponsales_fisicos,correstercerizados,1457.0,correstercerizados,_2_nro_corresponsales_f_sicos,2,1483.0,corresponsales_fisicos,0.017844886753603295
ptgf,91,corresponsales_fisicos,correstercerizados,159.0,correstercerizados,_2_nro_corresponsales_f_sicos,2,161.0,corresponsales_fisicos,0.012578616352201259
ptgf,97,corresponsales_fisicos,correstercerizados,63.0,correstercerizados,_2_nro_corresponsales_f_sicos,2,64.0,corresponsales_fisicos,0.015873015873015872
